group,family,channel,sigma_psf_screen_px,d_rec_screen_px,colCellPx_screen_px,symRes,sub_screen_px,symCellPx_screen_px,colorBits,colorFmt,calibMode,denseN,winFrac,pilotSide_screen_px,bitsPerCell,samples,cellErrRate,rsBlockFail,fileSuccess,meets,calibOverhead,netThroughput_bit_per_screenpx2,effectiveRate_MBps
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.25,5,5,400,0.1275,0.9999999364197681,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.25,8,5,3000,0.084,0.9991454801459204,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.25,13,5,3000,0.056666666666666664,0.9143462308415022,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.3333333333333333,10,5,3000,0.033,0.18624001310806615,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.3333333333333333,5,5,3000,0.09333333333333334,0.9998662609774525,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.3333333333333333,8,5,3000,0.04566666666666667,0.6751259222733514,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.3333333333333333,13,5,3000,0.020666666666666667,0.0021690142557805325,1,true,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.5,10,5,3000,0.015,0.000009875983748741657,1,true,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.5,5,5,3000,0.08133333333333333,0.9985800353828724,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.5,8,5,3000,0.027333333333333334,0.04722713206780532,0.09304608796925262,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.5,13,5,3000,0.006,0,1,true,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.6666666666666666,10,5,3000,0.008,7.582823258189819e-14,1,true,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.6666666666666666,5,5,3000,0.07466666666666667,0.9951812605759849,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.6666666666666666,8,5,3000,0.02,0.001378432159784948,1,true,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,0.6666666666666666,13,5,3000,0.0013333333333333333,0,1,true,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,1,10,5,400,0.2275,1,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,1,5,5,400,0.21,1,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,1,8,5,400,0.2125,1,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),四角,0,1,13,5,400,0.2175,1,0,false,0,0.05,0.3888
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.25,10,5,3000,0.072,0.9923050685218449,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.25,5,5,400,0.1275,0.9999999364197681,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.25,8,5,3000,0.084,0.9991454801459204,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.25,13,5,3000,0.056666666666666664,0.9143462308415022,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.3333333333333333,10,5,3000,0.033,0.18624001310806615,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.3333333333333333,5,5,3000,0.09333333333333334,0.9998662609774525,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.3333333333333333,8,5,3000,0.04566666666666667,0.6751259222733514,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.3333333333333333,13,5,3000,0.020666666666666667,0.0021690142557805325,1,true,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.5,10,5,3000,0.015,0.000009875983748741657,1,true,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.5,5,5,3000,0.08133333333333333,0.9985800353828724,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.5,8,5,3000,0.027333333333333334,0.04722713206780532,0.09304608796925262,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.5,13,5,3000,0.006,0,1,true,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.6666666666666666,10,5,3000,0.008,7.582823258189819e-14,1,true,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.6666666666666666,5,5,3000,0.07466666666666667,0.9951812605759849,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.6666666666666666,8,5,3000,0.02,0.001378432159784948,1,true,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,0.6666666666666666,13,5,3000,0.0013333333333333333,0,1,true,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,1,10,5,400,0.2275,1,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,1,5,5,400,0.21,1,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,1,8,5,400,0.2125,1,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=3,3,1,13,5,400,0.2175,1,0,false,0.1111111111111111,0.044444444444444446,0.3456000000000001
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.25,10,5,3000,0.072,0.9923050685218449,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.25,5,5,400,0.1275,0.9999999364197681,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.25,8,5,3000,0.084,0.9991454801459204,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.25,13,5,3000,0.056666666666666664,0.9143462308415022,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.3333333333333333,10,5,3000,0.033,0.18624001310806615,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.3333333333333333,5,5,3000,0.09333333333333334,0.9998662609774525,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.3333333333333333,8,5,3000,0.04566666666666667,0.6751259222733514,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.3333333333333333,13,5,3000,0.020666666666666667,0.0021690142557805325,1,true,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.5,10,5,3000,0.015,0.000009875983748741657,1,true,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.5,5,5,3000,0.08133333333333333,0.9985800353828724,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.5,8,5,3000,0.027333333333333334,0.04722713206780532,0.09304608796925262,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.5,13,5,3000,0.006,0,1,true,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.6666666666666666,10,5,3000,0.008,7.582823258189819e-14,1,true,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.6666666666666666,5,5,3000,0.07466666666666667,0.9951812605759849,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.6666666666666666,8,5,3000,0.02,0.001378432159784948,1,true,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,0.6666666666666666,13,5,3000,0.0013333333333333333,0,1,true,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,1,10,5,400,0.2275,1,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,1,5,5,400,0.21,1,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,1,8,5,400,0.2125,1,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,10,,,,5,5 bit (32色),密集 N=4,4,1,13,5,400,0.2175,1,0,false,0.0625,0.046875,0.3645
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),无,0,0.25,0,1,400,0.53,1,0,false,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),无,0,0.3333333333333333,0,1,400,0.53,1,0,false,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),无,0,0.5,0,1,400,0.53,1,0,false,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),无,0,0.6666666666666666,0,1,400,0.45,1,0,false,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),无,0,1,0,1,400,0.52,1,0,false,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.25,11,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.25,5,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.25,8,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.25,13,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.3333333333333333,11,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.3333333333333333,5,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.3333333333333333,8,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.3333333333333333,13,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.5,11,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.5,5,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.5,8,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.5,13,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.6666666666666666,11,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.6666666666666666,5,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.6666666666666666,8,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,0.6666666666666666,13,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,1,11,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,1,5,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,1,8,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),四角,0,1,13,1,3000,0,0,1,true,0,0.008264462809917356,0.06426446280991736
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.25,11,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.25,5,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.25,8,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.25,13,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,11,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,5,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,8,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,13,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.5,11,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.5,5,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.5,8,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.5,13,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,11,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,5,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,8,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,13,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,1,11,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,1,5,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,1,8,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=3,3,1,13,1,3000,0,0,1,true,0.11224489795918367,0.007336819025130713,0.05705110473941643
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.25,11,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.25,5,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.25,8,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.25,13,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,11,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,5,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,8,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,13,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.5,11,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.5,5,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.5,8,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.5,13,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,11,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,5,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,8,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,13,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,1,11,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,1,5,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,1,8,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,1,1 bit (2色),密集 N=4,4,1,13,1,3000,0,0,1,true,0.06450856204550785,0.00773133419797101,0.06011885472342258
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),无,0,0.25,0,2,400,0.4775,1,0,false,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),无,0,0.3333333333333333,0,2,400,0.48,1,0,false,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),无,0,0.5,0,2,400,0.4825,1,0,false,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),无,0,0.6666666666666666,0,2,400,0.48,1,0,false,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),无,0,1,0,2,400,0.5,1,0,false,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.25,11,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.25,5,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.25,8,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.25,13,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.3333333333333333,11,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.3333333333333333,5,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.3333333333333333,8,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.3333333333333333,13,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.5,11,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.5,5,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.5,8,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.5,13,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.6666666666666666,11,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.6666666666666666,5,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.6666666666666666,8,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,0.6666666666666666,13,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,1,11,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,1,5,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,1,8,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),四角,0,1,13,2,3000,0,0,1,true,0,0.01652892561983471,0.12852892561983473
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),密集 N=3,3,0.25,11,2,3000,0,0,1,true,0.11224489795918367,0.014673638050261426,0.11410220947883286
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),密集 N=3,3,0.25,5,2,3000,0,0,1,true,0.11224489795918367,0.014673638050261426,0.11410220947883286
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),密集 N=3,3,0.25,8,2,3000,0,0,1,true,0.11224489795918367,0.014673638050261426,0.11410220947883286
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),密集 N=3,3,0.25,13,2,3000,0,0,1,true,0.11224489795918367,0.014673638050261426,0.11410220947883286
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),密集 N=3,3,0.3333333333333333,11,2,3000,0,0,1,true,0.11224489795918367,0.014673638050261426,0.11410220947883286
P1-1,纯颜色型,native,0.520316,3,11,,,,2,2 bit (4色),密集 N=3,3,0.3333333333333333,5,2,3000,0,0,1,true,0.11224489795918367,0.014673638050261426,0.11410220947883286
